pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
62,Nunavut,2022-11-13,82033,2022-10-09,32802,30471,16436,2324,0
1,Canada,2022-11-13,93417214,2022-11-13,32536876,31195696,19460177,8145682,1
59,British Columbia,2022-11-14,13498251,2022-11-05,4567784,4417043,2917489,1384351,0
48,Alberta,2022-11-14,9600748,2022-11-07,3636901,3435276,1775413,753158,0
47,Saskatchewan,2022-11-14,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-14,3197986,2022-11-06,1158405,1108033,636161,249553,1
35,Ontario,2022-11-14,36049717,2022-11-13,12462055,11995811,7637401,3079877,1
24,Quebec,2022-11-14,22019444,2022-11-07,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-14,1961268,2022-11-06,704710,665111,405886,163498,1
12,Nova Scotia,2022-11-14,2567494,2022-11-06,909865,863327,547677,210362,1
11,Prince Edward Island,2022-11-14,420016,2022-11-06,152210,145683,86335,35788,1
10,Newfoundland and Labrador,2022-11-14,1395894,2022-11-06,496351,482240,305637,100312,1
60,Yukon,2022-11-14,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-14,106821,2022-11-06,41351,39898,20829,4548,1
62,Nunavut,2022-11-14,82817,2022-11-06,32848,30522,16576,2871,1
1,Canada,2022-11-14,93733799,2022-11-14,32542569,31201923,19478443,8325884,1
59,British Columbia,2022-11-15,13498251,2022-11-05,4567784,4417043,2917489,1384351,0
48,Alberta,2022-11-15,9600748,2022-11-07,3636901,3435276,1775413,753158,0
47,Saskatchewan,2022-11-15,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-15,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-15,36093078,2022-11-14,12462866,11996390,7639732,3100220,1
24,Quebec,2022-11-15,22019444,2022-11-07,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-15,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-15,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-15,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-15,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-15,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-15,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-15,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-15,93777160,2022-11-15,32543380,31202502,19480774,8346227,1
59,British Columbia,2022-11-16,13498251,2022-11-05,4567784,4417043,2917489,1384351,0
48,Alberta,2022-11-16,9652112,2022-11-14,3637941,3436689,1781469,796013,1
47,Saskatchewan,2022-11-16,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-16,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-16,36131257,2022-11-15,12463541,11997035,7641949,3118619,1
24,Quebec,2022-11-16,22138286,2022-11-14,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-11-16,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-16,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-16,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-16,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-16,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-16,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-16,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-16,93985545,2022-11-16,32545095,31204560,19489047,8407481,1
59,British Columbia,2022-11-17,13630313,2022-11-12,4570502,4420051,2927328,1456624,1
48,Alberta,2022-11-17,9652112,2022-11-14,3637941,3436689,1781469,796013,0
47,Saskatchewan,2022-11-17,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-17,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-17,36171665,2022-11-16,12464264,11997563,7644231,3137805,1
24,Quebec,2022-11-17,22138286,2022-11-14,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-17,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-17,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-17,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-17,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-17,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-17,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-17,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-17,94158015,2022-11-17,32548536,31208096,19501168,8498940,1
59,British Columbia,2022-11-18,13630313,2022-11-12,4570502,4420051,2927328,1456624,0
48,Alberta,2022-11-18,9652112,2022-11-14,3637941,3436689,1781469,796013,0
47,Saskatchewan,2022-11-18,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-18,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-18,36211150,2022-11-17,12465283,11998590,7647265,3157291,1
24,Quebec,2022-11-18,22138286,2022-11-14,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-18,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-18,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-18,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-18,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-18,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-18,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-18,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-18,94197500,2022-11-18,32549555,31209123,19504202,8518426,1
59,British Columbia,2022-11-19,13630313,2022-11-12,4570502,4420051,2927328,1456624,0
48,Alberta,2022-11-19,9652112,2022-11-14,3637941,3436689,1781469,796013,0
47,Saskatchewan,2022-11-19,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-19,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-19,36233504,2022-11-18,12465946,11999300,7649675,3169371,1
24,Quebec,2022-11-19,22138286,2022-11-14,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-19,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-19,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-19,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-19,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-19,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-19,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-19,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-19,94219854,2022-11-19,32550218,31209833,19506612,8530506,1
59,British Columbia,2022-11-20,13630313,2022-11-12,4570502,4420051,2927328,1456624,0
48,Alberta,2022-11-20,9652112,2022-11-14,3637941,3436689,1781469,796013,0
47,Saskatchewan,2022-11-20,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-20,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-20,36242391,2022-11-19,12466143,11999487,7650631,3174486,1
24,Quebec,2022-11-20,22138286,2022-11-14,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-20,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-20,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-20,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-20,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-20,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-20,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-20,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-20,94228741,2022-11-20,32550415,31210020,19507568,8535621,1
59,British Columbia,2022-11-21,13630313,2022-11-12,4570502,4420051,2927328,1456624,0
48,Alberta,2022-11-21,9652112,2022-11-14,3637941,3436689,1781469,796013,0
47,Saskatchewan,2022-11-21,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-21,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-21,36268705,2022-11-20,12466629,11999848,7652114,3187146,1
24,Quebec,2022-11-21,22138286,2022-11-14,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-21,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-21,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-21,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-21,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-21,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-21,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-21,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-21,94255055,2022-11-21,32550901,31210381,19509051,8548281,1
59,British Columbia,2022-11-22,13630313,2022-11-12,4570502,4420051,2927328,1456624,0
48,Alberta,2022-11-22,9652112,2022-11-14,3637941,3436689,1781469,796013,0
47,Saskatchewan,2022-11-22,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-22,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-22,36300639,2022-11-21,12467317,12000511,7654151,3201993,1
24,Quebec,2022-11-22,22138286,2022-11-14,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-22,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-22,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-22,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-22,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-22,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-22,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-22,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-22,94286989,2022-11-22,32551589,31211044,19511088,8563128,1
59,British Columbia,2022-11-23,13630313,2022-11-12,4570502,4420051,2927328,1456624,0
48,Alberta,2022-11-23,9697929,2022-11-21,3639197,3438112,1787261,833359,1
47,Saskatchewan,2022-11-23,2729014,2022-11-05,987721,922862,522559,295872,0
46,Manitoba,2022-11-23,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-23,36332419,2022-11-22,12467987,12001267,7656183,3216739,1
24,Quebec,2022-11-23,22273768,2022-11-21,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-11-23,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-23,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-23,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-23,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-23,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-23,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-23,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-23,94500068,2022-11-23,32553515,31213223,19518912,8615220,1
59,British Columbia,2022-11-24,13759603,2022-11-19,4573928,4423626,2938061,1524809,1
48,Alberta,2022-11-24,9697929,2022-11-21,3639197,3438112,1787261,833359,0
47,Saskatchewan,2022-11-24,2758715,2022-11-19,989018,923949,525167,320581,1
46,Manitoba,2022-11-24,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-24,36363049,2022-11-23,12468753,12002098,7658101,3230928,1
24,Quebec,2022-11-24,22273768,2022-11-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-24,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-24,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-24,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-24,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-24,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-24,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-24,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-24,94689689,2022-11-24,32559004,31218716,19534171,8722303,1
59,British Columbia,2022-11-25,13759603,2022-11-19,4573928,4423626,2938061,1524809,0
48,Alberta,2022-11-25,9697929,2022-11-21,3639197,3438112,1787261,833359,0
47,Saskatchewan,2022-11-25,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-11-25,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-25,36393208,2022-11-24,12469671,12003286,7660746,3244896,1
24,Quebec,2022-11-25,22273768,2022-11-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-25,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-25,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-25,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-25,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-25,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-25,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-25,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-25,94719848,2022-11-25,32559922,31219904,19536816,8736271,1
59,British Columbia,2022-11-26,13759603,2022-11-19,4573928,4423626,2938061,1524809,0
48,Alberta,2022-11-26,9697929,2022-11-21,3639197,3438112,1787261,833359,0
47,Saskatchewan,2022-11-26,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-11-26,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-26,36411843,2022-11-25,12470283,12004222,7662814,3254221,1
24,Quebec,2022-11-26,22273768,2022-11-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-26,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-26,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-26,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-26,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-26,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-26,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-26,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-26,94738483,2022-11-26,32560534,31220840,19538884,8745596,1
59,British Columbia,2022-11-27,13759603,2022-11-19,4573928,4423626,2938061,1524809,0
48,Alberta,2022-11-27,9697929,2022-11-21,3639197,3438112,1787261,833359,0
47,Saskatchewan,2022-11-27,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-11-27,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-27,36419353,2022-11-26,12470473,12004496,7663586,3258262,1
24,Quebec,2022-11-27,22273768,2022-11-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-27,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-27,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-27,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-27,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-27,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-27,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-27,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-27,94745993,2022-11-27,32560724,31221114,19539656,8749637,1
59,British Columbia,2022-11-28,13759603,2022-11-19,4573928,4423626,2938061,1524809,0
48,Alberta,2022-11-28,9697929,2022-11-21,3639197,3438112,1787261,833359,0
47,Saskatchewan,2022-11-28,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-11-28,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-28,36440279,2022-11-27,12470895,12004936,7664860,3268029,1
24,Quebec,2022-11-28,22273768,2022-11-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-28,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-28,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-28,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-28,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-28,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-28,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-28,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-28,94766919,2022-11-28,32561146,31221554,19540930,8759404,1
59,British Columbia,2022-11-29,13759603,2022-11-19,4573928,4423626,2938061,1524809,0
48,Alberta,2022-11-29,9697929,2022-11-21,3639197,3438112,1787261,833359,0
47,Saskatchewan,2022-11-29,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-11-29,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-29,36468088,2022-11-28,12471538,12005593,7666661,3280322,1
24,Quebec,2022-11-29,22273768,2022-11-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-29,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-29,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-29,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-29,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-29,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-29,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-29,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-29,94794728,2022-11-29,32561789,31222211,19542731,8771697,1
59,British Columbia,2022-11-30,13759603,2022-11-19,4573928,4423626,2938061,1524809,0
48,Alberta,2022-11-30,9734651,2022-11-28,3640373,3439462,1792346,862470,1
47,Saskatchewan,2022-11-30,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-11-30,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-30,36492778,2022-11-29,12472132,12006281,7668306,3291837,1
24,Quebec,2022-11-30,22400710,2022-11-28,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-11-30,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-30,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-30,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-30,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-30,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-30,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-30,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-30,94983082,2022-11-30,32563559,31224249,19549461,8812323,1
59,British Columbia,2022-12-01,13857145,2022-11-26,4577553,4426867,2947265,1573760,1
48,Alberta,2022-12-01,9734651,2022-11-28,3640373,3439462,1792346,862470,0
47,Saskatchewan,2022-12-01,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-12-01,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-01,36517738,2022-11-30,12472659,12006903,7670057,3303077,1
24,Quebec,2022-12-01,22400710,2022-11-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-01,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-01,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-01,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-12-01,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-01,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-12-01,106821,2022-11-06,41351,39898,20829,4548,0
